update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
1,768,277.25271619356687,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943164488921563,0.06436908609005816,0.023048256138887762,0.0032477436051534525,0.08584036303550151,0.05290064101480794,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
2,1536,293.8908619933657,5,0.07600000074931554,0.18616122228696222,0.0,0.5320000052452087,93.14285714285714,16.796501093370363,52.0,100.0,1.9424271651854117,0.056021566223838214,0.013536119028685789,0.003213749705155126,0.0377689249552646,0.11362628361597589,0.07600000074931554,0.18616122228696222,0.0,0.5320000052452087
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
3,2304,300.31709363373255,7,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943216776009649,0.06059963533334667,0.014189215386011256,0.0006234496309276416,0.024998367930204584,0.06864960679698683,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
4,3072,308.81482100012374,10,0.02872727404941212,0.09084361696399078,0.0,0.3160000145435333,97.81818181818181,6.899514894912827,76.0,100.0,1.9444965105503798,0.029095137841068208,0.008345673098347106,0.0012099800308354631,0.022487903445967294,0.07915600273628275,0.02872727404941212,0.09084361696399078,0.0,0.3160000145435333
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
5,3840,308.3343293274053,12,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9447663809793692,0.027248915840270154,0.0066444624421440794,0.00015806136882629226,0.010538489015362336,0.04070516456450495,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
6,4608,307.0211588632263,15,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9448258597403765,0.01142489986561183,0.005491616414853222,8.93079061749467e-05,0.008040355267677072,0.058924448698415226,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
7,5376,305.36476989422187,17,0.11071428230830602,0.2711934988937967,0.0,0.7749999761581421,89.28571428571429,26.244532958391193,25.0,100.0,1.9448275997613866,0.02034633874609426,-0.011636345415657464,0.006320697521482195,0.03264371746087801,0.015196288838393121,0.11071428230830602,0.2711934988937967,0.0,0.7749999761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
8,6144,299.62229137990914,20,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442813193115096,0.01894425835295503,0.007514708454777974,9.53838160948813e-05,0.006920976925133222,0.02428820424696115,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
9,6912,295.35461730460696,23,0.10942856754575457,0.26804415377078206,0.0,0.765999972820282,89.42857142857143,25.894605852279312,26.0,100.0,1.943962806990991,0.011101693907827817,0.0006494140334704449,0.0014214466453593838,0.005096479316888302,0.023790841075303364,0.10942856754575457,0.26804415377078206,0.0,0.765999972820282
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
10,7680,297.7563693310777,25,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9438988561742008,0.007067195906756751,0.002983344663292087,3.1556420555925446e-05,0.0029695552858578678,0.015281304751826418,0.0,0.0,0.0,0.0
11,8448,284.52355594749514,28,0.08681818030097267,0.2745431920622364,0.0,0.9549999833106995,91.36363636363636,27.310579792363274,5.0,100.0,1.9441631593120594,0.008643770319849864,-0.002914324374015583,0.0045065408479265144,0.013763108023806892,0.059969807661533224,0.08681818030097267,0.2745431920622364,0.0,0.9549999833106995
12,9216,263.2578325777766,31,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442862548554938,0.004170602266109806,0.0015936057341055705,4.5287379112477856e-05,0.0024041840790402762,0.04409668711415576,0.0,0.0,0.0,0.0
13,9984,256.2156559636045,34,0.12387499958276749,0.3277424425542327,0.0,0.9909999966621399,87.625,32.74117247442431,1.0,100.0,1.943797216905902,0.00386959803188347,0.0004447515329388807,0.0012632888298293639,0.003804657822373283,0.036448606964979695,0.12387499958276749,0.3277424425542327,0.0,0.9909999966621399
14,10752,277.77468057069774,37,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9429234618631501,0.0020216410431999066,0.0013084449954874344,2.704107060360456e-05,0.002038346534617124,0.005609021245236541,0.0,0.0,0.0,0.0
15,11520,235.13143898251639,40,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9428910075997312,0.0007166090168766459,0.0004087495945933976,2.87052563195843e-05,0.0012756617827270173,0.03841711631897347,0.0,0.0,0.0,0.0
16,12288,212.899418510008,43,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943486615549773,0.0010278431817596356,0.00029464636394986127,2.843218225854922e-05,0.001312852422247099,0.030250332212629506,0.0,0.0,0.0,0.0
17,13056,262.5566592415309,46,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442037066134314,0.0005006514386044122,0.0004129524973481106,1.524261854575724e-05,0.0008286606498287518,0.007865553262341049,0.0,0.0,0.0,0.0
18,13824,253.76040707221165,49,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9448457558949788,0.0001337713725509578,0.0006258518120034751,1.6710018743682175e-05,0.0010185868967058128,0.034402892642537715,0.0,0.0,0.0,0.0
19,14592,257.66884903278157,52,0.10511110888587104,0.297299111484948,0.0,0.9459999799728394,89.55555555555556,29.541349969571318,6.0,100.0,1.945079549991836,0.002817891865618094,-0.003247123764566595,0.0029897090049655164,0.007956194828715138,0.029555218645905133,0.10511110888587104,0.297299111484948,0.0,0.9459999799728394
20,15360,252.8645818508376,55,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9441213143679004,0.004073040903676883,0.0023277759386388652,2.509787370546616e-05,0.002474993667670735,0.011305496666656359,0.0,0.0,0.0,0.0
21,16128,252.8465000283363,58,0.016666666915019352,0.037267800180329984,0.0,0.10000000149011612,100.0,0.0,100.0,100.0,1.9425679515115917,0.005931276303679549,-0.0009646040113201101,0.0001089193120930911,0.005843960597188135,0.0321480619606561,0.016666666915019352,0.037267800180329984,0.0,0.10000000149011612
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
1,768,299.6793787200297,2,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943164488921563,0.06436908609005816,0.023048256138887762,0.0032477436051534525,0.08584036303550151,0.05290064101480794,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
2,1536,313.1580230019418,5,0.07600000074931554,0.18616122228696222,0.0,0.5320000052452087,93.14285714285714,16.796501093370363,52.0,100.0,1.9424271651854117,0.056021566223838214,0.013536119028685789,0.003213749705155126,0.0377689249552646,0.11362628361597589,0.07600000074931554,0.18616122228696222,0.0,0.5320000052452087
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
3,2304,308.51192653696853,7,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943216776009649,0.06059963533334667,0.014189215386011256,0.0006234496309276416,0.024998367930204584,0.06864960679698683,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
4,3072,305.3946470274647,10,0.02872727404941212,0.09084361696399078,0.0,0.3160000145435333,97.81818181818181,6.899514894912827,76.0,100.0,1.9444965105503798,0.029095137841068208,0.008345673098347106,0.0012099800308354631,0.022487903445967294,0.07915600273628275,0.02872727404941212,0.09084361696399078,0.0,0.3160000145435333
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
5,3840,302.6079647680387,12,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9447663809793692,0.027248915840270154,0.0066444624421440794,0.00015806136882629226,0.010538489015362336,0.04070516456450495,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
6,4608,303.8247616920487,15,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9448258597403765,0.01142489986561183,0.005491616414853222,8.93079061749467e-05,0.008040355267677072,0.058924448698415226,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
7,5376,298.2634681159596,17,0.11071428230830602,0.2711934988937967,0.0,0.7749999761581421,89.28571428571429,26.244532958391193,25.0,100.0,1.9448275997613866,0.02034633874609426,-0.011636345415657464,0.006320697521482195,0.03264371746087801,0.015196288838393121,0.11071428230830602,0.2711934988937967,0.0,0.7749999761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
8,6144,292.9217092626801,20,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442813193115096,0.01894425835295503,0.007514708454777974,9.53838160948813e-05,0.006920976925133222,0.02428820424696115,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
9,6912,290.6793020142368,22,0.10942856754575457,0.26804415377078206,0.0,0.765999972820282,89.42857142857143,25.894605852279312,26.0,100.0,1.943962806990991,0.011101693907827817,0.0006494140334704449,0.0014214466453593838,0.005096479316888302,0.023790841075303364,0.10942856754575457,0.26804415377078206,0.0,0.765999972820282
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,exploratory_reward,return_mean,return_std,return_min,return_max
10,7680,290.5395342871731,25,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9438988561742008,0.007067195906756751,0.002983344663292087,3.1556420555925446e-05,0.0029695552858578678,0.015281304751826418,0.0,0.0,0.0,0.0
11,8448,288.45221269716984,28,0.08681818030097267,0.2745431920622364,0.0,0.9549999833106995,91.36363636363636,27.310579792363274,5.0,100.0,1.9441631593120594,0.008643770319849864,-0.002914324374015583,0.0045065408479265144,0.013763108023806892,0.059969807661533224,0.08681818030097267,0.2745431920622364,0.0,0.9549999833106995
12,9216,285.73223290807067,30,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442862548554938,0.004170602266109806,0.0015936057341055705,4.5287379112477856e-05,0.0024041840790402762,0.04409668711415576,0.0,0.0,0.0,0.0
13,9984,283.51889761908325,33,0.12387499958276749,0.3277424425542327,0.0,0.9909999966621399,87.625,32.74117247442431,1.0,100.0,1.943797216905902,0.00386959803188347,0.0004447515329388807,0.0012632888298293639,0.003804657822373283,0.036448606964979695,0.12387499958276749,0.3277424425542327,0.0,0.9909999966621399
14,10752,275.77301762315363,36,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9429234618631501,0.0020216410431999066,0.0013084449954874344,2.704107060360456e-05,0.002038346534617124,0.005609021245236541,0.0,0.0,0.0,0.0
15,11520,279.5399717216643,39,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9428910075997312,0.0007166090168766459,0.0004087495945933976,2.87052563195843e-05,0.0012756617827270173,0.03841711631897347,0.0,0.0,0.0,0.0
16,12288,268.4168904984072,42,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.943486615549773,0.0010278431817596356,0.00029464636394986127,2.843218225854922e-05,0.001312852422247099,0.030250332212629506,0.0,0.0,0.0,0.0
17,13056,267.8155745347747,44,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9442037066134314,0.0005006514386044122,0.0004129524973481106,1.524261854575724e-05,0.0008286606498287518,0.007865553262341049,0.0,0.0,0.0,0.0
18,13824,266.3169270384861,47,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9448457558949788,0.0001337713725509578,0.0006258518120034751,1.6710018743682175e-05,0.0010185868967058128,0.034402892642537715,0.0,0.0,0.0,0.0
19,14592,262.08965393569105,50,0.10511110888587104,0.297299111484948,0.0,0.9459999799728394,89.55555555555556,29.541349969571318,6.0,100.0,1.945079549991836,0.002817891865618094,-0.003247123764566595,0.0029897090049655164,0.007956194828715138,0.029555218645905133,0.10511110888587104,0.297299111484948,0.0,0.9459999799728394
20,15360,252.03639304127796,53,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9441213143679004,0.004073040903676883,0.0023277759386388652,2.509787370546616e-05,0.002474993667670735,0.011305496666656359,0.0,0.0,0.0,0.0
21,16128,253.84375540788835,56,0.016666666915019352,0.037267800180329984,0.0,0.10000000149011612,100.0,0.0,100.0,100.0,1.9425679515115917,0.005931276303679549,-0.0009646040113201101,0.0001089193120930911,0.005843960597188135,0.0321480619606561,0.016666666915019352,0.037267800180329984,0.0,0.10000000149011612
22,16896,245.52626001949133,59,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.942287796953072,0.001381284897756056,0.0018020023509244254,2.0171069536519443e-05,0.002893565146999824,0.0017363947581971746,0.0,0.0,0.0,0.0
23,17664,249.00399360225893,63,0.028428571564810618,0.06963549444998113,0.0,0.19900000095367432,98.42857142857143,3.8491981672307083,89.0,100.0,1.943324191806217,0.007157876010145022,-0.003692446327259328,0.0004892556643367832,0.015396950225515292,0.03852374878708665,0.028428571564810618,0.06963549444998113,0.0,0.19900000095367432
24,18432,245.5650610000835,66,0.0676250010728836,0.17891893524932614,0.0,0.5410000085830688,93.875,16.205226780270618,51.0,100.0,1.9440147524389129,0.006577885035862134,-0.006199994401069849,0.0025163419644339455,0.01711235457638564,0.013824222699610582,0.0676250010728836,0.17891893524932614,0.0,0.5410000085830688
25,19200,241.17178914331234,69,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9425294818356633,0.005890335727902614,0.0020164409509604297,0.00011981600052223447,0.005339455742091052,0.021839689809134255,0.0,0.0,0.0,0.0
26,19968,236.98194796267174,72,0.0923750028014183,0.2444012847714477,0.0,0.7390000224113464,91.125,23.48104288569824,29.0,100.0,1.9406440644524992,0.01946506953527205,-0.01174700509629171,0.005779850107394902,0.039022570578359686,0.006978854079403975,0.0923750028014183,0.2444012847714477,0.0,0.7390000224113464
27,20736,236.534692239312,75,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9396355709371467,-0.00487851521900969,0.000972111239576634,0.0002672366364914562,0.01721555774974796,0.04582606277524296,0.0,0.0,0.0,0.0
28,21504,234.1430587366464,79,0.04737500101327896,0.12534247104256913,0.0,0.3790000081062317,96.125,10.252286330375288,69.0,100.0,1.9388398882001638,0.021808889631605172,0.0010436434913572157,0.0010428792135569094,0.013788311275114816,0.038025520764289056,0.04737500101327896,0.12534247104256913,0.0,0.3790000081062317
29,22272,229.36931286162658,82,0.10814286129815238,0.26489482950504817,0.0,0.7570000290870667,89.57142857142857,25.544678746167428,27.0,100.0,1.9433139286314447,0.016023302780846887,-0.010599224579304215,0.005380811390735642,0.02483748488516074,0.00687687583814441,0.10814286129815238,0.26489482950504817,0.0,0.7570000290870667
30,23040,227.4987442538694,85,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9434013829256098,0.02586566247373412,0.010293927100671377,0.0003155575511248898,0.014969840592047508,0.014015921798912485,0.0,0.0,0.0,0.0
31,23808,224.76291628205777,89,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9432735334460933,0.0136943576643489,0.002524844627707523,0.00020159624245241758,0.00589509797536628,0.024180446208119825,0.0,0.0,0.0,0.0
32,24576,220.4074887046503,92,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9426747468921046,0.010640179984297523,0.004693634929661054,0.00019107079973670893,0.005865529382750402,0.012981226129616595,0.0,0.0,0.0,0.0
33,25344,213.31123015942126,96,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.9433055066814025,0.008022495457415365,0.0027199738755522653,4.969146298089191e-05,0.0033587208753238598,-0.00040589781790745846,0.0,0.0,0.0,0.0
